,image_name,prob1,prob2,prob3,prob4,prob5,target1,target2,target3,target4,target5,correct_prob1,correct_prob2,correct_prob3,correct_prob4,correct_prob5,confidence_mean
10353,1906328490005.jpg,0.026275083,0.052678987,0.12237872,0.33678585,0.28730187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17248,9608063850006.jpg,0.059229743,0.08450526,0.08936353,0.14226523,0.09236349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10354,1906328490006.jpg,0.028916005,0.05132668,0.08903361,0.28097856,0.2432878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17257,9608183950001.jpg,0.029395826,0.04926352,0.07391279,0.12272113,0.092258,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17258,9608183950002.jpg,0.021602392,0.036846973,0.065489426,0.11704819,0.08007304,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17259,9608183950003.jpg,0.028053481,0.046384856,0.06950754,0.111110285,0.0677892,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17260,9608183950004.jpg,0.029632114,0.05487604,0.08393934,0.13210732,0.074432835,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045,2001699030003.jpg,0.030166522,0.06567706,0.11343571,0.23994909,0.16937767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12046,2001699030004.jpg,0.019097226,0.04004287,0.081089616,0.17736873,0.11571532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12047,2001699030005.jpg,0.017347137,0.040261924,0.08188246,0.18299145,0.13216895,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12048,2001699030006.jpg,0.01622172,0.029336717,0.048357356,0.110468276,0.0877793,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12049,2001699670001.jpg,0.025617495,0.04370955,0.05668123,0.1200955,0.0797963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12050,2001699670002.jpg,0.03699727,0.05732142,0.06990844,0.14187512,0.12631397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10367,1906441590004.jpg,0.035568524,0.064228654,0.099717416,0.236826,0.17992993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12051,2001699670003.jpg,0.035420477,0.05937892,0.08188081,0.17718515,0.13987061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17934,9916819350001.jpg,0.03275986,0.053586036,0.069702774,0.122182325,0.0988978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17236,9605075330006.jpg,0.043578766,0.06449927,0.06756357,0.10474244,0.059811905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12052,2001699670004.jpg,0.029900646,0.05050803,0.0680328,0.13808842,0.10949716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12053,2001699670005.jpg,0.027373787,0.04768526,0.0750134,0.16188076,0.12542823,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12054,2001699670006.jpg,0.034466945,0.055286404,0.07617023,0.13688128,0.099845886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17262,9608183950006.jpg,0.034943853,0.065463535,0.108708605,0.182634,0.115312785,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17261,9608183950005.jpg,0.035409566,0.06464427,0.09598692,0.15282883,0.09886965,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17247,9608063850005.jpg,0.051033154,0.08049558,0.09285979,0.15909196,0.10707264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17245,9608063850003.jpg,0.07180974,0.108381055,0.11602093,0.18448693,0.12346532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043,2001699030001.jpg,0.018943321,0.03903939,0.083578244,0.21598563,0.13195822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17937,9917322450002.jpg,0.016365446,0.032016404,0.060613208,0.11213194,0.0802765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12095,2001736130005.jpg,0.01824724,0.034385227,0.052749306,0.08383442,0.05771647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12084,2001722670006.jpg,0.031162824,0.051319107,0.07472564,0.15558553,0.13761678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12085,2001734430001.jpg,0.054418743,0.091691315,0.110885784,0.21293944,0.13144034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12086,2001734430002.jpg,0.058528703,0.098956496,0.120934464,0.24688607,0.157882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12094,2001736130004.jpg,0.018147163,0.032399945,0.046629786,0.07148998,0.043980666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12093,2001736130003.jpg,0.030444158,0.050643943,0.061824463,0.087284,0.054828115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17936,9917322450001.jpg,0.0183439,0.04159371,0.09013693,0.17651382,0.13858742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17938,9917384150001.jpg,0.04580503,0.09961822,0.12960055,0.2518763,0.2250925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17244,9608063850002.jpg,0.046648353,0.086642474,0.11022716,0.17168267,0.11307565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17939,9917384150002.jpg,0.054907206,0.10927817,0.12867896,0.24183998,0.2059618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12087,2001734430003.jpg,0.060528126,0.10004738,0.11861694,0.22318865,0.13891818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12088,2001734430004.jpg,0.047874346,0.07992753,0.09450027,0.17238891,0.101971924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12089,2001734430005.jpg,0.044496387,0.08880942,0.10534262,0.19506106,0.1273204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17940,9917384150003.jpg,0.03484168,0.0790445,0.11672311,0.23551878,0.19069944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12090,2001734430006.jpg,0.051482674,0.08354783,0.08752121,0.15706128,0.10379985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12091,2001736130001.jpg,0.015626408,0.02785051,0.04662039,0.081067674,0.05641403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12083,2001722670005.jpg,0.029311806,0.056101054,0.08265483,0.14307275,0.11298532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12082,2001722670004.jpg,0.033835802,0.05753328,0.0787732,0.1543046,0.13073769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12081,2001722670003.jpg,0.037698887,0.06464328,0.08144455,0.1520549,0.108555645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12096,2001736130006.jpg,0.019987471,0.03466429,0.051436264,0.07769719,0.050464362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12073,2001713830001.jpg,0.022261355,0.047920853,0.08691682,0.24261723,0.20080131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17935,9916819350002.jpg,0.027055003,0.043956887,0.059285156,0.092372574,0.065368675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10364,1906441590001.jpg,0.03230048,0.053181753,0.10082694,0.24695054,0.18751386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12076,2001713830004.jpg,0.025204847,0.05599405,0.08753517,0.17662752,0.12694024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10355,1906328490007.jpg,0.017460834,0.036714446,0.085825115,0.26345894,0.26750952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12078,2001713830006.jpg,0.02648171,0.06227585,0.07438257,0.16702616,0.11245417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12079,2001722670001.jpg,0.030116914,0.058126166,0.085663356,0.16364776,0.12260204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12080,2001722670002.jpg,0.039578672,0.06469199,0.08306044,0.16155344,0.13348718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17243,9608063850001.jpg,0.04064483,0.06805872,0.09235088,0.1674834,0.12911636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17242,9608030250006.jpg,0.016429853,0.030813739,0.057227165,0.1464703,0.11168679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17241,9608030250005.jpg,0.020665636,0.040651776,0.06981054,0.18730609,0.17089212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17943,9917384150006.jpg,0.033984356,0.07215516,0.094473325,0.1720651,0.18707803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17240,9608030250004.jpg,0.022943545,0.049993977,0.084725,0.18950623,0.1568278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17239,9608030250003.jpg,0.024206672,0.0539829,0.114222914,0.2493221,0.18910857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17942,9917384150005.jpg,0.064383775,0.12058593,0.12496213,0.24929978,0.28687465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12044,2001699030002.jpg,0.025584057,0.04947667,0.08415875,0.18727578,0.13397369,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042,2001679270006.jpg,0.023622002,0.049621206,0.10514944,0.2474312,0.2288199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12119,2001745230005.jpg,0.023580978,0.04350672,0.06990481,0.1624794,0.1322808,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10374,1906589670005.jpg,0.042194877,0.06923132,0.09560431,0.20268263,0.15955222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17944,9917396450001.jpg,0.04033738,0.073350035,0.12782028,0.31518692,0.22510727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17231,9605075330001.jpg,0.048049584,0.08003554,0.08509869,0.15633439,0.08828437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12114,2001743330006.jpg,0.028125865,0.05170992,0.086717084,0.18953663,0.14622483,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10376,1906663990001.jpg,0.03219904,0.059805043,0.11201902,0.31228012,0.30738002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10350,1906328490002.jpg,0.030777873,0.059222683,0.09794239,0.332346,0.26467994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12015,2001659470003.jpg,0.021208014,0.045618117,0.08884766,0.22409312,0.18712883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10375,1906589670006.jpg,0.05009926,0.08773248,0.113337874,0.2154985,0.16774383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10373,1906589670004.jpg,0.04739569,0.08279211,0.10042115,0.16393644,0.10893159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12108,2001739770006.jpg,0.036440544,0.052266467,0.059922963,0.09841468,0.066764146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12016,2001659470004.jpg,0.03280042,0.06460987,0.09740491,0.18798134,0.13705182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12113,2001743330005.jpg,0.02237554,0.047192052,0.08214561,0.17778058,0.13818318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12112,2001743330004.jpg,0.02433834,0.051099043,0.102559604,0.22849621,0.18833035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10372,1906589670003.jpg,0.03853804,0.066706076,0.08758831,0.15992483,0.123244785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10371,1906589670002.jpg,0.027097255,0.047132522,0.071112245,0.13380124,0.10644446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12111,2001743330003.jpg,0.03423107,0.07217061,0.12296781,0.25296858,0.16366254,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12110,2001743330002.jpg,0.035266966,0.07475277,0.110218406,0.20789123,0.13599777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12014,2001659470002.jpg,0.022391863,0.04649558,0.09523611,0.2348457,0.17770626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17945,9917396450002.jpg,0.037394427,0.07628828,0.14346546,0.3266493,0.21204862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12116,2001745230002.jpg,0.02800703,0.048956044,0.08434693,0.21731707,0.1414989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12117,2001745230003.jpg,0.02663966,0.051526822,0.09504407,0.23692536,0.16043365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12000,2001639350002.jpg,0.028596524,0.0580804,0.09588347,0.21711692,0.2403678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12001,2001640630001.jpg,0.019504454,0.041906644,0.08501804,0.25014108,0.24817151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12002,2001640630002.jpg,0.024229387,0.053420894,0.09617978,0.22841978,0.18421948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12003,2001640630003.jpg,0.022884112,0.05139011,0.09368491,0.22516528,0.18709576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12004,2001640630004.jpg,0.02185493,0.0457635,0.085999355,0.18396781,0.13734491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12005,2001640630005.jpg,0.02134726,0.04526671,0.07453007,0.1661641,0.124613985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12006,2001640630006.jpg,0.025079617,0.056076355,0.09384779,0.21381347,0.16871881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12007,2001656070001.jpg,0.0219865,0.041199565,0.068221405,0.15146703,0.112822436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12008,2001656070002.jpg,0.028622178,0.04871949,0.079438865,0.18055585,0.14214508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12009,2001656070003.jpg,0.036348514,0.06479165,0.0873799,0.19429846,0.18788388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12010,2001656070004.jpg,0.029986737,0.05854854,0.104528174,0.23341659,0.16283418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17941,9917384150004.jpg,0.038397677,0.08731861,0.10293122,0.18268067,0.2193152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12012,2001656070006.jpg,0.034026846,0.064149365,0.11591406,0.26080257,0.17481373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12013,2001659470001.jpg,0.019363012,0.04746699,0.09676781,0.23821838,0.1802237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12118,2001745230004.jpg,0.025704477,0.051441617,0.08745849,0.19347496,0.15053627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12109,2001743330001.jpg,0.022536289,0.05018144,0.09106841,0.2018739,0.15551715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17232,9605075330002.jpg,0.048757188,0.08042078,0.08515553,0.14355862,0.08093364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17263,9608374350001.jpg,0.031314477,0.05681803,0.07571158,0.12717617,0.10619738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17265,9608499850001.jpg,0.021709394,0.053613596,0.11911602,0.3056013,0.2672806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12027,2001669230003.jpg,0.044194944,0.08086227,0.10619222,0.19614764,0.11284553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12028,2001669230004.jpg,0.023868274,0.040009666,0.05353936,0.086623974,0.057988524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12029,2001669230005.jpg,0.022076804,0.038183197,0.051547423,0.07669991,0.048248135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12030,2001669230006.jpg,0.030769195,0.0459501,0.054876104,0.0946181,0.065017894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17235,9605075330005.jpg,0.04311524,0.06453868,0.069651306,0.119082995,0.07798851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10369,1906441590006.jpg,0.034181494,0.057978168,0.089322254,0.21835786,0.17194659,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17266,9608499850002.jpg,0.029612735,0.06563848,0.12251182,0.28598285,0.28736067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10368,1906441590005.jpg,0.045852683,0.07460919,0.11283359,0.25644812,0.19301037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17233,9605075330003.jpg,0.05878509,0.09324767,0.08845854,0.14099462,0.085379906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17264,9608374350002.jpg,0.053601228,0.09473015,0.09351882,0.14151464,0.08705073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12036,2001672570006.jpg,0.09388627,0.16131163,0.16169277,0.28327194,0.17730357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12037,2001679270001.jpg,0.016141184,0.033955835,0.08245231,0.33195692,0.2840339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12038,2001679270002.jpg,0.04150991,0.08157073,0.14805406,0.4003392,0.312209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12039,2001679270003.jpg,0.042683095,0.08794804,0.13658445,0.31078893,0.25243667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12040,2001679270004.jpg,0.020315515,0.047191177,0.12662384,0.30970067,0.2457721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041,2001679270005.jpg,0.023023115,0.05200005,0.12204795,0.3127224,0.2577197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12026,2001669230002.jpg,0.039471485,0.07049314,0.097709246,0.17439605,0.11160612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12025,2001669230001.jpg,0.02764035,0.049546517,0.06788758,0.13334043,0.09108732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10370,1906589670001.jpg,0.02831665,0.055071943,0.08449781,0.16149138,0.1018783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12024,2001663530006.jpg,0.041579377,0.07901564,0.10625468,0.21405324,0.16686288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17234,9605075330004.jpg,0.04977005,0.07870184,0.07884879,0.119608685,0.065106004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12107,2001739770005.jpg,0.029429926,0.044171162,0.05344078,0.096102014,0.062300913,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12106,2001739770004.jpg,0.036055084,0.059456885,0.07234158,0.11915271,0.07979764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12105,2001739770003.jpg,0.045429673,0.075844556,0.09445449,0.15117837,0.10989842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12104,2001739770002.jpg,0.040029183,0.07141347,0.08400245,0.12987624,0.0997058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12017,2001659470005.jpg,0.021197548,0.04710643,0.100793354,0.2335492,0.21944655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12018,2001659470006.jpg,0.030613188,0.067595944,0.11559965,0.25156602,0.19089371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12103,2001739770001.jpg,0.04362136,0.07166417,0.09025424,0.16539386,0.121150166,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12019,2001663530001.jpg,0.04787213,0.093883954,0.12626016,0.27121735,0.18191919,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12020,2001663530002.jpg,0.048081934,0.0924727,0.11877417,0.22564481,0.14380483,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12102,2001736270006.jpg,0.027933918,0.056807093,0.10044008,0.22499815,0.15826148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12021,2001663530003.jpg,0.054995373,0.10186711,0.13426912,0.2816082,0.17100398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12022,2001663530004.jpg,0.03288197,0.059407994,0.082120225,0.16232161,0.13911995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12023,2001663530005.jpg,0.045754954,0.08776904,0.11628663,0.22566941,0.16861896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12101,2001736270005.jpg,0.028544161,0.058317333,0.09886601,0.25439945,0.16445976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10403,1906957890004.jpg,0.029736344,0.04544855,0.05930701,0.12712434,0.09733265,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17763,9815113350004.jpg,0.048466433,0.092853196,0.10858387,0.16450396,0.10726492,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10404,1906957890005.jpg,0.024723733,0.03667695,0.052578874,0.11882563,0.09648872,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11832,2001491330003.jpg,0.05759363,0.109178126,0.13125041,0.21183614,0.12607813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17888,9903811930005.jpg,0.021719713,0.039630767,0.067616895,0.15851495,0.15045872,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17889,9903811930006.jpg,0.025988983,0.043845437,0.07278639,0.17416932,0.17223285,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11830,2001491330001.jpg,0.06565697,0.124955565,0.13519809,0.22615924,0.156785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10474,1908180490001.jpg,0.05105917,0.101787925,0.14534494,0.33991545,0.26883695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10473,1908015090007.jpg,0.02790891,0.065438196,0.116830885,0.23897803,0.19887206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17890,9903989030001.jpg,0.019415965,0.032991353,0.045728102,0.08708538,0.060360253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17891,9903989030002.jpg,0.020741725,0.03614079,0.054095708,0.11223085,0.07197055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11831,2001491330002.jpg,0.055658415,0.10826665,0.12674871,0.2043579,0.1255376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11833,2001491330004.jpg,0.06776934,0.114495456,0.12019967,0.18614829,0.11933064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17355,9610352250005.jpg,0.08064636,0.13897693,0.13534029,0.2200741,0.14860463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11834,2001491330005.jpg,0.06891461,0.11396174,0.11593881,0.18107104,0.11521303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11835,2001491330006.jpg,0.07325814,0.120567024,0.12086487,0.20042531,0.14071555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11836,2001504650001.jpg,0.068442136,0.14534442,0.092662714,0.09807203,0.12745225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11837,2001504650002.jpg,0.060798556,0.1384019,0.092488274,0.09512601,0.11696191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11838,2001504650003.jpg,0.06779613,0.15010017,0.09981562,0.09686312,0.13603309,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11839,2001504650004.jpg,0.061367564,0.13371235,0.10978176,0.11687775,0.1505053,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11840,2001504650005.jpg,0.069001846,0.14735147,0.121150516,0.1394751,0.17056772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
